"area","key","portugues_pt","english_en"
"admin","admin.players.deletePlayer","Excluir Jogador","Delete Player"
"admin","admin.players.deleting","Excluindo...","Deleting..."
"admin","admin.players.toastDeleted","Jogador excluído com sucesso","Player deleted successfully"
"admin","admin.players.toastDeleteError","Erro ao excluir jogador","Error deleting player"
"admin","admin.players.playerList","Lista de Jogadores","Player List"
"admin","admin.players.importPlaceholder","Cole a lista no formato:
Carlos Alcaraz (ESP) [Car. Alcaraz]
Jannik Sinner (ITA) [J. Sinner]
Novak Djokovic (SRB)
...

Ou apenas nomes:
Carlos Alcaraz
Jannik Sinner
Novak Djokovic","Paste the list in the format:
Carlos Alcaraz (ESP) [Car. Alcaraz]
Jannik Sinner (ITA) [J. Sinner]
Novak Djokovic (SRB)
...

Or just names:
Carlos Alcaraz
Jannik Sinner
Novak Djokovic"
"admin","admin.players.importHint","Formatos aceitos: ""Nome (País) [Nome de exibição]"", ""Nome (País)"" ou apenas ""Nome"". Um jogador por linha. O sistema ignora a numeração, se houver.","Accepted formats: ""Name (Country) [Display Name]"", ""Name (Country)"", or just ""Name"". One player per line. Numbering is ignored if present."
"admin","admin.players.importing","Importando...","Importing..."
"admin","admin.players.importPlayers","Importar Jogadores","Import Players"
"admin","admin.players.pasteList","Cole a lista de jogadores","Paste the player list"
"admin","admin.players.importSuccess","{count} jogadores importados com sucesso!","{count} players imported successfully!"
"admin","admin.players.importError","Erro ao importar","Error importing"
"admin","admin.metadata.manage","Gerenciar {title}s","Manage {title}s"
"admin","admin.metadata.countRegistered","{count} {title}s cadastrados","{count} {title}s registered"
"admin","admin.metadata.addNew","Adicionar Novo {title}","Add New {title}"
"admin","admin.metadata.list","Lista de {title}s","List of {title}s"
"admin","admin.metadata.empty","Nenhum {title} cadastrado ainda.","No {title}s registered yet."
"admin","admin.metadata.closeManager","Fechar Gerenciador","Close Manager"
"admin","admin.metadata.toastAdded","{title} adicionado!","{title} added!"
"admin","admin.metadata.toastUpdated","{title} atualizado!","{title} updated!"
"admin","admin.metadata.toastDeleted","{title} excluído!","{title} deleted!"
"admin","admin.metadata.deleteError","Erro ao excluir","Error deleting"
"admin","admin.metadata.exit","Sair","Exit"
"admin","admin.metadata.exampleName","Australian Open","Australian Open"
"admin","admin.metadata.exampleLocation","Melbourne","Melbourne"
"admin","admin.participantsDialog.enrolled","Inscritos","Enrolled"
"admin","admin.participantsDialog.title","Inscritos no torneio","Tournament enrollments"
"admin","admin.participantsDialog.countOne","1 pessoa está inscrita neste torneio.","1 person is enrolled in this tournament."
"admin","admin.participantsDialog.countOther","{count} pessoas estão inscritas neste torneio.","{count} people are enrolled in this tournament."
"admin","admin.participantsDialog.searchPlaceholder","Buscar por nome, email, clube ou WhatsApp","Search by name, email, club, or WhatsApp"
"admin","admin.participantsDialog.empty","Nenhum inscrito neste torneio.","No enrollments in this tournament."
"admin","admin.participantsDialog.notFound","Nenhum inscrito encontrado para essa busca.","No enrollments found for this search."
"admin","admin.participantsDialog.enrolledOn","Inscrito em {date}","Enrolled on {date}"
"meta","meta.title","TennisPool – Grupos de Tênis Online","TennisPool – Online Tennis Pools"
"meta","meta.description","TennisPool: participe de grupos de tênis, faça palpites nos jogos e dispute no ranking com seus amigos.","TennisPool: join tennis pools, predict matches, and compete on the leaderboard with your friends."
"meta","meta.keywords","TennisPool,grupo de tênis,palpites,ranking,torneios de tênis","TennisPool,tennis pool,predictions,ranking,tennis tournaments"
"meta","meta.ogTitle","TennisPool – Grupos de Tênis Online","TennisPool – Online Tennis Pools"
"meta","meta.ogDescription","Participe de grupos de tênis com pontos por palpites e dispute com seus amigos.","Join tennis pools with prediction points and compete with your friends."
"meta","meta.ogImageAlt","Logo do TennisPool","TennisPool logo"
"meta","meta.twitterTitle","TennisPool – Grupos de Tênis","TennisPool – Tennis Pools"
"meta","meta.twitterDescription","TennisPool: faça palpites, acumule pontos e veja seu nome no topo do ranking.","TennisPool: make predictions, earn points, and climb the rankings."
"ui","ui.previous","Anterior","Previous"
"ui","ui.next","Próxima","Next"
"ui","ui.previousAria","Ir para a página anterior","Go to previous page"
"ui","ui.nextAria","Ir para a próxima página","Go to next page"
"ui","ui.morePages","Mais páginas","More pages"
"ui","ui.select","Selecione...","Select..."
"ui","ui.search","Buscar...","Search..."
"ui","ui.noResults","Nenhum resultado encontrado.","No results found."
"ui","ui.close","Fechar","Close"
"ui","ui.examplePrefix","Ex: {example}","e.g. {example}"
"ui","ui.pagination","Paginação","Pagination"
"ui","ui.imageAltTennis","Profissional de tênis","Tennis professional"
"errors","errors.requiredFields","Todos os campos obrigatórios devem ser preenchidos","All required fields must be filled in"
"errors","errors.passwordMin6","A senha deve ter pelo menos 6 caracteres","Password must be at least 6 characters"
"errors","errors.emailTaken","Este e-mail já está cadastrado","This email is already registered"
"errors","errors.registerFailed","Erro ao criar conta. Tente novamente.","Could not create account. Please try again."
"errors","errors.emailPasswordRequired","E-mail e senha são obrigatórios","Email and password are required"
"errors","errors.invalidCredentials","E-mail ou senha incorretos","Incorrect email or password"
"errors","errors.accountInactive","Sua conta está inativa. Entre em contato com o administrador.","Your account is inactive. Contact an administrator."
"errors","errors.emailRequired","O e-mail é obrigatório.","Email is required."
"errors","errors.resetEmailIfExists","Se o e-mail estiver cadastrado, você receberá um código em instantes.","If the email is registered, you will receive a code shortly."
"errors","errors.rateLimitMinutes","Limite de tentativas excedido. Aguarde {n} minuto(s).","Too many attempts. Wait {n} minute(s)."
"errors","errors.codeStillValid","Um código já foi enviado e ainda é válido. Verifique seu e-mail.","A code was already sent and is still valid. Check your email."
"errors","errors.codeSent","Código enviado com sucesso!","Code sent successfully!"
"errors","errors.emailSendFailed","Ocorreu um erro ao enviar o e-mail. Tente novamente.","Could not send the email. Please try again."
"errors","errors.emailCodeRequired","E-mail e código são obrigatórios.","Email and code are required."
"errors","errors.resetNotFound","Solicitação de recuperação não encontrada ou expirada.","Recovery request not found or expired."
"errors","errors.codeExpired","O código expirou. Solicite um novo.","The code has expired. Request a new one."
"errors","errors.codeInvalidated","Limite de tentativas excedido. O código foi invalidado.","Too many attempts. The code was invalidated."
"errors","errors.codeWrong","Código incorreto. Você tem mais {n} tentativa(s).","Incorrect code. You have {n} attempt(s) left."
"errors","errors.allFieldsRequired","Todos os campos são obrigatórios.","All fields are required."
"errors","errors.autoLoginFailed","Erro ao realizar login automático.","Could not sign you in automatically."
"errors","errors.unauthorized","Não autorizado","Unauthorized"
"errors","errors.invalidData","Dados inválidos","Invalid data"
"errors","errors.alreadyEnrolled","Já inscrito neste torneio","Already enrolled in this tournament"
"errors","errors.enrollSuccess","Inscrição realizada com sucesso!","Enrollment successful!"
"errors","errors.enrollFailed","Erro ao processar inscrição","Could not process enrollment"
"errors","errors.poolNameRequired","O nome do grupo é obrigatório","Group name is required"
"errors","errors.poolCreateFailed","Ocorreu um erro ao criar o grupo","Could not create the group"
"errors","errors.poolNotFound","Grupo não encontrado","Group not found"
"errors","errors.poolPasswordRequired","Este grupo requer senha","This group requires a password"
"errors","errors.poolWrongPassword","Senha incorreta","Incorrect password"
"errors","errors.poolJoinFailed","Ocorreu um erro ao entrar no grupo","Could not join the group"
"errors","errors.poolLeaveFailed","Ocorreu um erro ao sair do grupo","Could not leave the group"
"errors","errors.poolUpdateFailed","Ocorreu um erro ao atualizar o grupo","Could not update the group"
"errors","errors.poolDeleteFailed","Ocorreu um erro ao excluir o grupo","Could not delete the group"
"errors","errors.nameRequired","Nome é obrigatório","Name is required"
"errors","errors.clubRequired","Clube em que joga tênis é obrigatório","Tennis club is required"
"errors","errors.stateCityBrazil","Estado e cidade são obrigatórios para Brasil","State and city are required for Brazil"
"errors","errors.nameMin2","Nome deve ter pelo menos 2 caracteres","Name must be at least 2 characters"
"errors","errors.profileUpdateFailed","Erro ao atualizar perfil","Could not update profile"
"errors","errors.loginRequiredPassword","Você precisa estar logado para alterar a senha","You must be signed in to change your password"
"errors","errors.currentPasswordRequired","Digite sua senha atual","Enter your current password"
"errors","errors.newPasswordRequired","Digite a nova senha","Enter the new password"
"errors","errors.passwordDifferent","A nova senha deve ser diferente da atual","New password must be different from the current one"
"errors","errors.userNotFound","Usuário não encontrado","User not found"
"errors","errors.currentPasswordWrong","Senha atual incorreta","Current password is incorrect"
"errors","errors.passwordChanged","Senha alterada com sucesso!","Password changed successfully!"
"errors","errors.passwordUpdateFailed","Erro interno ao atualizar senha","Could not update password"
"errors","errors.bracketUnavailable","Chaveamento ainda não disponível.","Bracket is not available yet."
"errors","errors.invalidPrediction","Palpite inválido.","Invalid prediction."
"errors","errors.invalidPredictionTournament","Palpite inválido para este torneio.","Invalid prediction for this tournament."
"errors","errors.fillAllMatches","Preencha todos os confrontos antes de finalizar.","Fill in all matches before finalizing."
"errors","errors.waitPlayers","Aguarde todos os jogadores da chave serem definidos antes de finalizar.","Wait until all bracket players are set before finalizing."
"errors","errors.invalidChain","Revise a chave: há palpite em confronto sem jogador definido.","Review the bracket: a prediction points to an undefined matchup."
"errors","errors.mustEnroll","Você precisa estar inscrito no torneio para fazer palpites","You must be enrolled in the tournament to make predictions"
"errors","errors.tournamentStarted","O torneio já começou e não é mais possível fazer palpites","The tournament has started; predictions are closed"
"errors","errors.tournamentStartedEdit","O torneio já começou e não é mais possível alterar os palpites","The tournament has started; predictions can no longer be changed"
"errors","errors.genericError","Ocorreu um erro. Tente novamente.","Something went wrong. Please try again."
"errors","errors.adminAllFieldsRequired","Todos os campos são obrigatórios","All fields are required"
"errors","errors.adminRequiredMissing","Preencha todos os campos obrigatórios","Required fields are missing"
"errors","errors.adminRequiredMissingShort","Faltam campos obrigatórios","Required fields are missing"
"errors","errors.adminNameRequired","Nome obrigatório","Name is required"
"errors","errors.adminNoPlayersFound","Nenhum jogador encontrado","No players found"
"errors","errors.adminPrepareFailed","Erro ao preparar torneio","Could not prepare tournament"
"errors","errors.adminResetFailed","Erro ao resetar torneio","Could not reset tournament"
"errors","errors.adminPublishFailed","Erro ao publicar torneio","Could not publish tournament"
"errors","errors.adminCancelPointsFailed","Erro ao cancelar pontuação","Could not void points"
"errors","errors.adminPrizeUpdateFailed","Erro ao atualizar o prêmio do torneio","Could not update tournament prize"
"errors","errors.adminDateUpdateFailed","Erro ao atualizar a data do torneio","Could not update tournament date"
"errors","errors.adminUserUpdateFailed","Erro ao atualizar usuário","Could not update user"
"errors","errors.adminClubNameRequired","Nome do clube é obrigatório","Club name is required"
"errors","errors.adminClubCreateFailed","Erro ao cadastrar clube","Could not create club"
"errors","errors.adminClubIdNameRequired","ID e nome do clube são obrigatórios","Club ID and name are required"
"errors","errors.adminClubNotFound","Clube não encontrado","Club not found"
"errors","errors.adminClubUpdateFailed","Erro ao atualizar clube","Could not update club"
"errors","errors.adminClubIdRequired","ID do clube é obrigatório","Club ID is required"
"errors","errors.adminClubDeleteFailed","Erro ao excluir clube","Could not delete club"
"errors","errors.adminTournamentNotFound","Torneio não encontrado","Tournament not found"
"errors","errors.adminAtpApiIdMissing","ID da API ATP não configurado para este torneio","ATP API ID is not configured for this tournament"
"errors","errors.adminBracketNotGenerated","Chaveamento ainda não foi gerado no sistema","Bracket has not been generated yet"
"errors","errors.adminDeleteInUse","Erro ao excluir. O item pode estar em uso.","Could not delete. The item may be in use."
"errors","errors.adminAtpSyncFailed","Erro ao sincronizar com ATP. Tente novamente mais tarde.","Could not sync with ATP. Try again later."
"errors","errors.adminFinalNotFound","Final não encontrada para este torneio.","Final match not found for this tournament."
"errors","errors.adminFinalResultRequired","Cadastre o resultado da final antes de finalizar o torneio.","Enter the final result before finishing the tournament."
"errors","errors.adminRunnerUpUnknown","Não foi possível identificar o vice-campeão.","Could not identify the runner-up."
"errors","errors.adminFinishFailed","Erro ao finalizar torneio","Could not finish tournament"
"errors","errors.adminDeleteStatusBlocked","Apenas torneios em rascunho ou em breve podem ser excluídos.","Only draft or upcoming tournaments can be deleted."
"errors","errors.adminDeleteTournamentFailed","Erro ao excluir torneio. Verifique se existem dependências.","Could not delete tournament. Check for dependencies."
"errors","errors.adminAlreadyPrepared","Torneio já está preparado ou em outro status","Tournament is already prepared or in another status"
"errors","errors.adminBracketMissing","Chaveamento não gerado","Bracket not generated"
"errors","errors.adminNoPlayersRegistered","Nenhum jogador cadastrado","No players registered"
"errors","errors.adminBracketAlreadyGenerated","Chaveamento já foi gerado para este torneio","Bracket already generated for this tournament"
"errors","errors.adminPlayerDeleteBlocked","Não é possível excluir o jogador, pois ele já possui partidas ou palpites vinculados.","Cannot delete player: they already have matches or predictions linked."
"errors","errors.adminPlayerUpdateFailed","Erro ao atualizar jogador. Verifique se o nome já existe.","Could not update player. The name may already exist."
"errors","errors.adminGamesNegative","Games não podem ser negativos","Games cannot be negative"
"errors","errors.adminExtraSets","Sets extras após o vencedor ser definido","Extra sets after the winner was decided"
"errors","errors.adminMatchNotFound","Partida não encontrada","Match not found"
"errors","errors.adminTournamentFinishedLocked","O torneio já foi finalizado e os resultados não podem ser alterados.","Tournament is finished; results cannot be changed."
"errors","errors.adminPublishBeforeResults","O torneio ainda não foi publicado. Publique-o antes de lançar resultados.","Tournament is not published yet. Publish it before entering results."
"errors","errors.adminWinnerNotInMatch","O vencedor selecionado não faz parte deste confronto.","Selected winner is not part of this match."
"errors","errors.adminSaveResultFailed","Erro ao salvar resultado","Could not save result"
"errors","errors.adminClearResultFailed","Erro ao limpar resultado","Could not clear result"
"errors","errors.adminCreateTournamentFailed","Erro ao criar torneio","Could not create tournament"
"errors","errors.adminSyncRateLimit","Sincronização permitida apenas uma vez a cada 24 horas. Tente novamente em {hours}h {minutes}min.","Sync is allowed only once every 24 hours. Try again in {hours}h {minutes}min."
"errors","errors.adminTournamentNameExists","Um torneio com este nome para o ano de {year} já existe (slug: {slug}).","A tournament with this name for year {year} already exists (slug: {slug})."
"errors","errors.adminInvalidSetScore","Placar de set inválido: {set}","Invalid set score: {set}"
"errors","errors.adminIncompleteSet","Set incompleto ou inválido: {set}","Incomplete or invalid set: {set}"
"errors","errors.adminImpossibleScore","Placar impossível: {set}","Impossible score: {set}"
"errors","errors.adminInvalidScore","Placar inválido: {set}","Invalid score: {set}"
"errors","errors.adminMatchIncomplete","Partida incompleta. São necessários {setsToWin} sets para vencer.","Incomplete match. {setsToWin} sets are required to win."
"errors","errors.adminNoAtpMatches","Nenhuma partida encontrada no chaveamento da ATP.","No matches found in the ATP draw."
"errors","errors.adminBracketSyncFailed","Erro ao sincronizar chaveamento: {message}","Could not sync bracket: {message}"
"errors","errors.adminWinnerScoreMismatch","O vencedor selecionado não coincide com o placar dos sets","Selected winner does not match the set score"
"errors","errors.adminRandomizeFailed","Erro ao gerar chaves aleatórias","Could not generate random draw"
"errors","errors.adminTruncatedPlayerName","Nome truncado no PDF não pôde ser associado com segurança: {name} ({country})","Truncated PDF name could not be safely matched: {name} ({country})"
"errors","errors.adminNoCountry","sem país","no country"
"errors","errors.apiCountriesFailed","Erro ao carregar países","Could not load countries"
"errors","errors.apiStatesFailed","Erro ao carregar estados","Could not load states"
"errors","errors.apiCitiesFailed","Erro ao carregar cidades","Could not load cities"
"errors","errors.apiInvalidState","Estado inválido","Invalid state"
